timestamp,state,raw_g_force,g_force,raw_altitude,altitude,raw_velocity,velocity,apogee
21:15:14.623726,READY,0.9942999226150068,0.7954399380920054,0.0012898725608765037,0.0006449362804382519,0.0809003283688263,0.06472026269506104,0.0006449362804382519
21:15:14.893002,READY,0.9865422375271267,0.9483217776401024,0.0064493644080230944,0.0035471503442306733,-0.006212252614216698,0.017913854630385563,0.0035471503442306733
21:15:15.141292,READY,0.9987751954402683,0.9886845118802351,-0.002579744639677006,0.00048370285227683366,-0.22377325827764807,0.18260137754819558,0.0035471503442306733
21:15:15.388840,READY,0.9123100702580311,0.9275849585824718,-0.0515947714382855,-0.025555534293004334,-0.16160910852520605,0.16580756232980395,0.0035471503442306733
21:15:15.641652,READY,1.0109244340507997,0.9942565389571341,-0.08771095932059207,-0.0566332468067982,-0.05590081777850863,0.07788216668876768,0.0035471503442306733
21:15:15.889312,READY,1.003339313113149,1.001522758281946,-0.12124730733845394,-0.08894027707262607,-0.04344012647751714,0.050328534519767244,0.0035471503442306733
21:15:16.137830,READY,1.0042166174416638,1.0036778456097202,-0.14833427880292896,-0.11863727793777751,-0.012444307058645514,0.020021152550869857,0.0035471503442306733
21:15:16.385258,READY,1.047437838391459,1.0386858398351113,-0.1522038404024106,-0.13542055917009405,0.02478500343549849,0.023832233258572765,0.0035471503442306733
21:15:16.882965,READY,1.0587978484877787,1.0547754467572452,-0.14059515129479652,-0.1380078552324453,-0.01865152232428646,0.019687664511143718,0.0035471503442306733
21:15:16.882965,READY,1.024190401345211,1.0303074104276178,-0.15349369395079993,-0.1457507745916226,-0.03108258538578407,0.028803601210856,0.0035471503442306733
21:15:17.134970,READY,0.9537184938092956,0.9690362771329601,-0.18187043156033372,-0.16381060307597817,-0.10557173045325334,0.09021810460477388,0.0035471503442306733
21:15:17.387213,READY,1.0016606780147452,0.9951357978383881,-0.2025080103464716,-0.18315930671122488,0.01863751567590534,0.03295363346167904,0.0035471503442306733
21:15:17.638995,READY,1.2208479009196747,1.1757054803034173,-0.2063775518069823,-0.1947684292591036,-0.04978490514322835,0.04641865080691849,0.0035471503442306733
21:15:17.890410,READY,1.0832482946133466,1.1017397317513606,-0.2128267843967339,-0.20379760682791875,-0.03724657221155224,0.03908098793062549,0.0035471503442306733
21:15:18.142522,READY,0.8665098207395946,0.9135558029419478,-0.22056585821734104,-0.2121817325226299,-0.09320950410348523,0.08238380086891328,0.0035471503442306733
21:15:18.390358,READY,0.9795882623377912,0.9663817704586225,-0.23733383178103826,-0.22475778215183406,0.1304604522997642,0.120845122013594,0.0035471503442306733
21:15:18.642345,READY,1.001035938560461,0.9941051049400933,-0.2154064763130376,-0.22008212923243584,0.07452582045622247,0.08378968076769677,0.0035471503442306733
21:15:18.894202,READY,0.9933976604477297,0.9935391493462025,-0.19605877137167255,-0.20807045030205418,0.0,0.016757936153539352,0.0035471503442306733
21:15:19.142690,READY,0.9930943559662794,0.993183314642264,-0.18316028143904245,-0.1956153658705483,-0.11777532549181334,0.09757184762415855,0.0035471503442306733
