time,state,raw_g_force,g_force,raw_altitude,altitude,raw_velocity,velocity,apogee
21:51:19.424378,READY,1.0370560369317625,0.8296448295454101,-0.01291998149074356,-0.00645999074537178,0.23686778944128473,0.1894942315530278,0
21:51:19.670115,READY,0.9356847569584387,0.914476771475833,0.02325600707835583,0.008398008166492025,0.08967710891953634,0.10964053344623463,0.008398008166492025
21:51:19.903883,READY,0.9537141712975455,0.945866691333203,0.02454800899352597,0.016473008580008996,0.1601726603123781,0.1500662349391494,0.016473008580008996
21:51:20.142520,READY,1.0459104876450411,1.0259017283826735,0.04522006145756595,0.030846535018787473,-0.1024611418021899,0.1119821604295818,0.030846535018787473
21:51:20.375550,READY,1.0734274601411231,1.0639223137894331,0.03359202689581352,0.03221928095730049,0.057664264013621055,0.0685278432968132,0.03221928095730049
21:51:20.613737,READY,0.9823417518328179,0.9986578642241409,0.046512066097941236,0.03936567352762087,0.07046264549436251,0.07007568505485265,0.03936567352762087
21:51:20.846863,READY,1.0547961342828618,1.0435684802711176,0.06072412773790315,0.05004490063276201,-0.07685707034142944,0.07550079328411408,0.05004490063276201
21:51:21.086798,READY,1.0186666395440385,1.0236470076894544,0.05684810900585556,0.053446504819308786,-0.031961678708223,0.040669501623401216,0.053446504819308786
21:51:21.324160,READY,1.0181661008452787,1.0192622822141137,0.04522006145756595,0.049333283138437364,-0.012781101512946468,0.018358781535037415,0.053446504819308786
21:51:21.565859,READY,1.0231984349739154,1.022411204421955,0.0374680369750888,0.04340066005676308,-0.0703323778365727,0.059937658576265644,0.053446504819308786
21:51:21.807336,READY,1.000613339532175,1.004972912510131,0.04780407090064824,0.045602365478705664,-0.07038410168818304,0.06829481306579957,0.053446504819308786
21:51:22.044777,READY,1.006301207118811,1.006035548197075,0.03488403009487995,0.040243197786792806,-0.031939457880284024,0.03921052891738713,0.053446504819308786
21:51:22.286795,READY,1.0359136997318998,1.029938069424935,0.046512066097941236,0.04337763194236702,0.01919193935667877,0.023195657268820443,0.053446504819308786
21:51:22.528516,READY,1.0271603210619722,1.0277158707345648,0.03876004065623123,0.041068836299299125,-0.0575169309591298,0.05065267622106793,0.053446504819308786
21:51:22.765239,READY,1.020083395123033,1.0216098902453394,0.02971601826276624,0.03539242728103268,-0.11515578640193866,0.10225516436576451,0.053446504819308786
21:51:23.006925,READY,1.0233158886103364,1.022974688937337,0.028424015708107528,0.03190822149457011,0.01278036060943632,0.030675321360701953,0.053446504819308786
21:51:23.244080,READY,1.0182066668743266,1.0191602712869288,0.014211998153504024,0.023060109824037067,0.10232548833216394,0.08799545493787155,0.053446504819308786
21:51:23.486058,READY,1.0670121593343118,1.0574417817248352,0.02971601826276624,0.026388064043401653,-0.02558382407096216,0.03806615024434404,0.053446504819308786
21:51:23.727532,READY,1.0491447886770477,1.0508041872866052,0.02713201331086139,0.02676003867713152,0.08315210795800292,0.07413491641527115,0.053446504819308786
