time_stamp,altitude,temperature,pressure
near_x, linear_y, linear_z, gravity_x, gravity_y, gravity_z, quat_w, quat_x, quat_y, quat_z, gyro_x, gyro_y, gyro_z
179,-41.09,21.37,101815.33
192,-40.49,21.38,101812.80
35,1486.16,23.69,101794.51
7,1486.16,23.69,101882.74
20,-46.23,21.61,101880.97
32,-46.07,21.62,101879.71
44,-46.05,21.62,101878.16
57,-45.91,21.63,101875.23
252,1486.16,23.69,101932.65
8,-50.44,19.44,101930.82
20,-50.16,19.44,101927.53
32,-49.93,19.44,101920.88
45,-49.33,19.45,101917.86
57,-49.02,19.45,101915.16
13,1486.16,23.69,101933.15
13,1486.16,23.69,101942.34
24,-51.29,19.42,101943.07
36,-51.40,19.43,101943.80
49,-51.41,19.43,101943.82
61,-51.35,19.44,101940.52
73,-50.95,19.44,101936.39
84,-50.59,19.44,101933.51
96,-50.42,19.44,101930.95
107,-50.14,19.45,101929.18
14,1486.16,23.69,101937.48
141,0.00,0.00,0.00
12,0.00,0.00,0.00
138,0.00,0.00,0.00
143,1486.16,23.69,101917.61
154,-49.29,19.51,101918.60
166,-49.45,19.52,101921.03
179,-49.56,19.52,101920.37
191,-49.40,19.53,101918.44
203,-49.14,19.53,101915.75
215,-49.02,19.54,101913.04
226,-48.80,19.54,101912.09
238,-48.83,19.54,101914.79
25,-49.11,19.55,101919.30
131,-49.57,19.55,101924.20
236,-49.89,19.56,101928.06
85,-50.24,19.57,101931.65
190,-50.46,19.58,101932.87
40,-50.49,19.60,101933.70
167,-50.60,19.61,101935.02
37,-50.65,19.62,101934.32
163,-50.65,19.64,101935.02
11,-50.71,19.66,101935.48
137,-50.72,19.67,101934.88
8,-50.67,19.69,101935.03
114,-50.63,19.71,101934.50
241,-50.63,19.72,101935.34
110,-50.70,19.74,101936.07
236,-50.73,19.76,101935.46
107,-50.76,19.78,101936.92
234,-50.87,19.80,101937.20
103,-50.88,19.82,101937.38
229,-50.76,19.84,101936.05
100,-50.72,19.86,101936.09
226,-50.73,19.88,101936.21
96,-50.74,19.90,101936.61
223,-50.84,19.92,101937.30
93,-50.85,19.94,101937.16
219,-50.84,19.96,101937.51
89,-50.91,19.98,101937.29
215,-50.81,20.00,101937.25
86,-50.82,20.02,101936.91
212,-50.86,20.04,101937.59
82,-50.89,20.06,101938.30
208,-50.98,20.08,101938.24
78,-50.93,20.10,101938.51
205,-50.96,20.12,101938.37
76,-50.89,20.14,101937.45
201,-50.84,20.16,101937.51
72,-50.88,20.19,101937.55
197,-50.86,20.21,101938.34
67,-50.97,20.23,101939.14
194,-50.99,20.25,101938.87
64,-50.98,20.27,101939.59
