Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
64.90,1159.094,973.10,-18.66667,70.34, -,8.556982
64.95,1159.094,973.10,-18.66667,70.34, -,8.556982
65.00,1159.094,973.10,-16,70.34, -,8.556982
65.05,1159.094,973.10,-16,70.34, -,8.556982
65.10,1159.094,973.10,-16,70.34, -,8.556982
65.15,1159.094,973.10,-16,70.34, -,8.556982
65.20,1156.272,973.20,-18.66667,70.34, -,8.556982
65.25,1156.272,973.20,-18.66667,70.34, -,8.556982
65.30,1156.272,973.20,-18.66667,70.34, -,8.556982
65.35,1156.272,973.20,-16,70.34, -,8.556982
65.40,1153.453,973.30,-18.66667,70.34, -,8.556982
65.45,1153.453,973.30,-18.66667,70.34, -,8.556982
65.50,1153.453,973.30,-16,70.34, -,8.537534
65.55,1153.453,973.30,-16,70.34, -,8.537534
65.60,1153.453,973.30,-16,70.34, -,8.537534
65.65,1150.631,973.40,-16,70.34, -,8.537534
65.70,1147.812,973.50,-18.66667,70.34, -,8.537534
65.75,1147.812,973.50,-16,70.34, -,8.537534
65.80,1147.812,973.50,-13.33333,70.34, -,8.537534
65.85,1144.993,973.60,-16,70.34, -,8.537534
65.90,1144.993,973.60,-13.33333,70.34, -,8.537534
65.95,1144.993,973.60,-13.33333,70.34, -,8.537534
66.00,1144.993,973.60,-13.33333,70.34, -,8.537534
66.05,1144.993,973.60,-13.33333,70.34, -,8.537534
66.10,1142.173,973.70,-16,70.34, -,8.537534
66.15,1142.173,973.70,-16,70.34, -,8.537534
66.20,1139.354,973.80,-18.66667,70.34, -,8.537534
66.25,1139.354,973.80,-16,70.34, -,8.537534
66.30,1139.354,973.80,-16,70.34, -,8.537534
66.35,1139.354,973.80,-16,70.34, -,8.537534
66.40,1136.534,973.90,-18.66667,70.34, -,8.537534
66.45,1136.534,973.90,-16,70.34, -,8.537534
66.50,1136.534,973.90,-16,70.34, -,8.537534
66.55,1133.716,974.00,-18.66667,70.34, -,8.556982
66.60,1133.716,974.00,-18.66667,70.34, -,8.556982
66.65,1133.716,974.00,-18.66667,70.34, -,8.556982
66.70,1130.898,974.10,-18.66667,70.34, -,8.556982
66.75,1130.898,974.10,-16,70.34, -,8.556982
66.80,1130.898,974.10,-16,70.34, -,8.556982
66.85,1130.898,974.10,-16,70.34, -,8.556982
66.90,1128.079,974.20,-16,70.34, -,8.556982
66.95,1128.079,974.20,-16,70.34, -,8.556982
67.00,1128.079,974.20,-16,70.34, -,8.556982
67.05,1128.079,974.20,-16,70.34, -,8.556982
67.10,1125.261,974.30,-18.66667,70.34, -,8.556982
67.15,1125.261,974.30,-16,70.34, -,8.556982
67.20,1125.261,974.30,-16,70.34, -,8.556982
67.25,1125.261,974.30,-13.33333,70.34, -,8.556982
67.30,1122.442,974.40,-16,70.34, -,8.556982
67.35,1122.442,974.40,-16,70.34, -,8.556982
67.40,1119.625,974.50,-18.66667,70.34, -,8.556982
67.45,1119.625,974.50,-16,70.34, -,8.556982
67.50,1119.625,974.50,-16,70.34, -,8.537534
67.55,1116.809,974.60,-18.66667,70.34, -,8.537534
67.60,1116.809,974.60,-16,70.34, -,8.537534
67.65,1116.809,974.60,-16,70.34, -,8.537534
67.70,1113.991,974.70,-18.66667,70.34, -,8.537534
67.75,1113.991,974.70,-16,70.34, -,8.537534
67.80,1111.174,974.80,-18.66667,70.34, -,8.537534
67.85,1111.174,974.80,-18.66667,70.34, -,8.537534
67.90,1111.174,974.80,-18.66667,70.34, -,8.537534
67.95,1111.174,974.80,-16,70.34, -,8.537534
68.00,1108.357,974.90,-18.66667,70.34, -,8.537534
68.05,1108.357,974.90,-18.66667,70.34, -,8.537534
68.10,1105.541,975.00,-21.33333,70.34, -,8.537534
68.15,1105.541,975.00,-18.66667,70.34, -,8.537534
68.20,1102.725,975.10,-21.33333,70.34, -,8.537534
68.25,1102.725,975.10,-21.33333,70.34, -,8.537534
68.30,1099.908,975.20,-24,70.34, -,8.537534
68.35,1099.908,975.20,-21.33333,70.34, -,8.537534
68.40,1099.908,975.20,-21.33333,70.34, -,8.537534
68.45,1099.908,975.20,-18.66667,70.34, -,8.537534
68.50,1097.093,975.30,-21.33333,70.34, -,8.537534
68.55,1097.093,975.30,-21.33333,70.34, -,8.556982
68.60,1097.093,975.30,-18.66667,70.34, -,8.556982
68.65,1097.093,975.30,-18.66667,70.34, -,8.556982
68.70,1094.277,975.40,-21.33333,70.34, -,8.556982
68.75,1097.093,975.30,-16,70.34, -,8.556982
68.80,1097.093,975.30,-16,70.34, -,8.556982
68.85,1094.277,975.40,-16,70.34, -,8.556982
68.90,1094.277,975.40,-16,70.34, -,8.556982
68.95,1094.277,975.40,-16,70.34, -,8.556982
69.00,1091.462,975.50,-18.66667,70.34, -,8.556982
69.05,1091.462,975.50,-16,70.34, -,8.556982
69.10,1088.648,975.60,-18.66667,70.34, -,8.556982
69.15,1088.648,975.60,-16,70.34, -,8.556982
69.20,1088.648,975.60,-16,70.34, -,8.556982
69.25,1088.648,975.60,-13.33333,70.34, -,8.556982
69.30,1088.648,975.60,-13.33333,70.34, -,8.556982
69.35,1088.648,975.60,-10.66667,70.34, -,8.556982
69.40,1088.648,975.60,-10.66667,70.34, -,8.556982
69.45,1085.832,975.70,-13.33333,70.34, -,8.556982
69.50,1085.832,975.70,-13.33333,70.34, -,8.537534
69.55,1083.018,975.80,-13.33333,70.34, -,8.537534
69.60,1080.203,975.90,-16,70.34, -,8.537534
69.65,1083.018,975.80,-13.33333,70.34, -,8.537534
69.70,1083.018,975.80,-13.33333,70.34, -,8.537534
69.75,1083.018,975.80,-10.66667,70.34, -,8.537534
69.80,1083.018,975.80,-13.33333,70.34, -,8.537534
69.85,1080.203,975.90,-16,70.34, -,8.537534
69.90,1080.203,975.90,-13.33333,70.34, -,8.537534
69.95,1077.39,976.00,-16,70.34, -,8.537534
70.00,1077.39,976.00,-16,70.34, -,8.537534
70.05,1077.39,976.00,-13.33333,70.34, -,8.537534
70.10,1074.576,976.10,-16,70.34, -,8.537534
70.15,1074.576,976.10,-13.33333,70.34, -,8.537534
70.20,1071.762,976.20,-16,70.34, -,8.537534
70.25,1071.762,976.20,-16,70.34, -,8.537534
70.30,1071.762,976.20,-16,70.34, -,8.537534
70.35,1068.949,976.30,-18.66667,70.34, -,8.537534
70.40,1066.135,976.40,-21.33333,70.34, -,8.537534
70.45,1068.949,976.30,-18.66667,70.34, -,8.537534
70.50,1066.135,976.40,-18.66667,70.34, -,8.537534
70.55,1066.135,976.40,-18.66667,70.34, -,8.518086
70.60,1066.135,976.40,-16,70.34, -,8.518086
70.65,1063.323,976.50,-16,70.34, -,8.518086
70.70,1063.323,976.50,-18.66667,70.34, -,8.518086
70.75,1060.51,976.60,-21.33333,70.34, -,8.518086
70.80,1060.51,976.60,-21.33333,70.34, -,8.518086
70.85,1060.51,976.60,-21.33333,70.34, -,8.518086
70.90,1057.697,976.70,-21.33333,70.34, -,8.518086
70.95,1057.697,976.70,-21.33333,70.34, -,8.518086
71.00,1057.697,976.70,-18.66667,70.34, -,8.518086
71.05,1057.697,976.70,-18.66667,70.34, -,8.518086
71.10,1054.885,976.80,-21.33333,70.34, -,8.518086
71.15,1054.885,976.80,-18.66667,70.34, -,8.518086
71.20,1054.885,976.80,-18.66667,70.34, -,8.518086
71.25,1052.072,976.90,-18.66667,70.34, -,8.518086
71.30,1052.072,976.90,-18.66667,70.34, -,8.518086
71.35,1049.261,977.00,-21.33333,70.34, -,8.518086
71.40,1049.261,977.00,-18.66667,70.34, -,8.518086
71.45,1049.261,977.00,-16,70.34, -,8.518086
71.50,1046.45,977.10,-21.33333,70.34, -,8.537534
71.55,1046.45,977.10,-18.66667,70.34, -,8.537534
71.60,1046.45,977.10,-18.66667,70.34, -,8.537534
71.65,1046.45,977.10,-18.66667,70.34, -,8.537534
71.70,1046.45,977.10,-16,70.34, -,8.537534
71.75,1043.638,977.20,-18.66667,70.34, -,8.537534
71.80,1043.638,977.20,-16,70.34, -,8.537534
71.85,1043.638,977.20,-16,70.34, -,8.537534
71.90,1040.828,977.30,-18.66667,70.34, -,8.537534
71.95,1040.828,977.30,-16,70.34, -,8.537534
72.00,1040.828,977.30,-16,70.34, -,8.537534
72.05,1040.828,977.30,-16,70.34, -,8.537534
72.10,1038.016,977.40,-18.66667,70.34, -,8.537534
72.15,1038.016,977.40,-16,70.34, -,8.537534
72.20,1035.206,977.50,-18.66667,70.34, -,8.537534
72.25,1032.396,977.60,-21.33333,70.34, -,8.537534
72.30,1029.585,977.70,-21.33333,70.34, -,8.537534
72.35,1029.585,977.70,-21.33333,70.34, -,8.537534
72.40,1029.585,977.70,-18.66667,70.34, -,8.537534
72.45,1026.776,977.80,-21.33333,70.34, -,8.537534
72.50,1026.776,977.80,-21.33333,70.34, -,8.537534
72.55,1023.965,977.90,-21.33333,70.34, -,8.537534
72.60,1023.965,977.90,-21.33333,70.34, -,8.537534
72.65,1021.156,978.00,-24,70.34, -,8.537534
72.70,1021.156,978.00,-24,70.34, -,8.537534
72.75,1021.156,978.00,-24,70.34, -,8.537534
72.80,1018.348,978.10,-24,70.34, -,8.537534
72.85,1018.348,978.10,-24,70.34, -,8.537534
72.90,1018.348,978.10,-24,70.34, -,8.537534
72.95,1015.538,978.20,-24,70.34, -,8.537534
73.00,1015.538,978.20,-24,70.34, -,8.537534
73.05,1015.538,978.20,-24,70.34, -,8.537534
73.10,1012.73,978.30,-26.66667,70.34, -,8.537534
73.15,1012.73,978.30,-24,70.34, -,8.537534
73.20,1012.73,978.30,-24,70.34, -,8.537534
73.25,1012.73,978.30,-21.33333,70.34, -,8.537534
73.30,1012.73,978.30,-18.66667,70.34, -,8.537534
73.35,1015.538,978.20,-13.33333,70.34, -,8.537534
73.40,1012.73,978.30,-16,70.34, -,8.537534
73.45,1015.538,978.20,-13.33333,70.34, -,8.537534
73.50,1012.73,978.30,-13.33333,70.34, -,8.537534
73.55,1012.73,978.30,-13.33333,70.34, -,8.537534
73.60,1009.92,978.40,-13.33333,70.34, -,8.537534
73.65,1009.92,978.40,-13.33333,70.34, -,8.537534
73.70,1007.113,978.50,-13.33333,70.34, -,8.537534
73.75,1007.113,978.50,-13.33333,70.34, -,8.537534
73.80,1004.305,978.60,-16,70.34, -,8.537534
73.85,1001.497,978.70,-16,70.34, -,8.537534
73.90,1001.497,978.70,-16,70.34, -,8.537534
73.95,1001.497,978.70,-16,70.34, -,8.537534
74.00,1001.497,978.70,-13.33333,70.34, -,8.537534
74.05,1001.497,978.70,-13.33333,70.34, -,8.537534
74.10,1001.497,978.70,-13.33333,70.34, -,8.537534
74.15,1001.497,978.70,-10.66667,70.34, -,8.537534
74.20,998.6897,978.80,-13.33333,70.34, -,8.537534
74.25,998.6897,978.80,-13.33333,70.34, -,8.537534
74.30,995.8813,978.90,-16,70.34, -,8.537534
74.35,995.8813,978.90,-16,70.34, -,8.537534
74.40,993.0749,979.00,-21.33333,70.34, -,8.537534
74.45,993.0749,979.00,-18.66667,70.34, -,8.537534
74.50,990.2687,979.10,-24,70.34, -,8.537534
74.55,990.2687,979.10,-21.33333,70.34, -,8.537534
74.60,987.461,979.20,-24,70.34, -,8.537534
74.65,987.461,979.20,-21.33333,70.34, -,8.537534
74.70,984.6553,979.30,-24,70.34, -,8.537534
74.75,984.6553,979.30,-21.33333,70.34, -,8.537534
74.80,984.6553,979.30,-21.33333,70.34, -,8.537534
74.85,981.848,979.40,-21.33333,70.34, -,8.537534
74.90,981.848,979.40,-18.66667,70.34, -,8.537534
74.95,979.0428,979.50,-21.33333,70.34, -,8.537534
75.00,979.0428,979.50,-21.33333,70.34, -,8.537534
75.05,976.2377,979.60,-24,70.34, -,8.537534
75.10,976.2377,979.60,-24,70.34, -,8.537534
75.15,973.4312,979.70,-26.66667,70.34, -,8.537534
75.20,973.4312,979.70,-26.66667,70.34, -,8.537534
75.25,973.4312,979.70,-24,70.34, -,8.537534
75.30,973.4312,979.70,-24,70.34, -,8.537534
75.35,973.4312,979.70,-21.33333,70.34, -,8.537534
75.40,970.6266,979.80,-24,70.34, -,8.537534
75.45,970.6266,979.80,-21.33333,70.34, -,8.537534
75.50,967.8206,979.90,-24,70.34, -,8.518086
75.55,967.8206,979.90,-21.33333,70.34, -,8.518086
75.60,965.0165,980.00,-24,70.34, -,8.518086
75.65,965.0165,980.00,-21.33333,70.34, -,8.518086
75.70,965.0165,980.00,-21.33333,70.34, -,8.518086
75.75,965.0165,980.00,-18.66667,70.34, -,8.518086
75.80,967.8206,979.90,-16,70.34, -,8.518086
75.85,967.8206,979.90,-16,70.34, -,8.518086
75.90,967.8206,979.90,-13.33333,70.34, -,8.518086
75.95,967.8206,979.90,-13.33333,70.34, -,8.518086
76.00,967.8206,979.90,-10.66667,70.34, -,8.518086
76.05,967.8206,979.90,-10.66667,70.34, -,8.518086
76.10,967.8206,979.90,-8,70.34, -,8.518086
76.15,967.8206,979.90,-8,70.34, -,8.518086
76.20,965.0165,980.00,-8,70.34, -,8.518086
76.25,965.0165,980.00,-8,70.34, -,8.518086
76.30,965.0165,980.00,-8,70.34, -,8.518086
76.35,965.0165,980.00,-8,70.34, -,8.518086
76.40,962.2126,980.10,-10.66667,70.34, -,8.518086
76.45,962.2126,980.10,-8,70.34, -,8.518086
76.50,962.2126,980.10,-8,70.34, -,8.518086
76.55,959.4073,980.20,-8,70.34, -,8.537534
76.60,956.6038,980.30,-10.66667,70.34, -,8.537534
76.65,956.6038,980.30,-8,70.34, -,8.537534
76.70,953.799,980.40,-10.66667,70.34, -,8.537534
76.75,953.799,980.40,-10.66667,70.34, -,8.537534
76.80,950.996,980.50,-13.33333,70.34, -,8.537534
76.85,950.996,980.50,-16,70.34, -,8.537534
76.90,950.996,980.50,-16,70.34, -,8.537534
76.95,950.996,980.50,-16,70.34, -,8.537534
77.00,948.1933,980.60,-18.66667,70.34, -,8.537534
77.05,950.996,980.50,-16,70.34, -,8.537534
77.10,948.1933,980.60,-18.66667,70.34, -,8.537534
77.15,948.1933,980.60,-18.66667,70.34, -,8.537534
77.20,948.1933,980.60,-18.66667,70.34, -,8.537534
77.25,948.1933,980.60,-16,70.34, -,8.537534
77.30,945.3891,980.70,-18.66667,70.34, -,8.537534
77.35,945.3891,980.70,-18.66667,70.34, -,8.537534
77.40,945.3891,980.70,-18.66667,70.34, -,8.537534
77.45,942.5868,980.80,-18.66667,70.34, -,8.537534
77.50,942.5868,980.80,-18.66667,70.34, -,8.537534
77.55,942.5868,980.80,-18.66667,70.34, -,8.537534
77.60,939.7831,980.90,-18.66667,70.34, -,8.537534
77.65,939.7831,980.90,-16,70.34, -,8.537534
77.70,936.9813,981.00,-18.66667,70.34, -,8.537534
77.75,936.9813,981.00,-16,70.34, -,8.537534
77.80,934.1797,981.10,-18.66667,70.34, -,8.537534
77.85,934.1797,981.10,-16,70.34, -,8.537534
77.90,934.1797,981.10,-16,70.34, -,8.537534
77.95,934.1797,981.10,-16,70.34, -,8.537534
78.00,934.1797,981.10,-16,70.34, -,8.537534
78.05,931.3767,981.20,-16,70.34, -,8.537534
78.10,931.3767,981.20,-18.66667,70.34, -,8.537534
78.15,931.3767,981.20,-16,70.34, -,8.537534
78.20,928.5756,981.30,-18.66667,70.34, -,8.537534
78.25,928.5756,981.30,-18.66667,70.34, -,8.537534
78.30,928.5756,981.30,-18.66667,70.34, -,8.537534
78.35,925.773,981.40,-18.66667,70.34, -,8.537534
78.40,925.773,981.40,-18.66667,70.34, -,8.537534
78.45,922.9724,981.50,-21.33333,70.34, -,8.537534
78.50,922.9724,981.50,-18.66667,70.34, -,8.537534
78.55,920.1719,981.60,-21.33333,70.34, -,8.556982
78.60,917.3701,981.70,-24,70.34, -,8.556982
78.65,917.3701,981.70,-21.33333,70.34, -,8.556982
78.70,914.5701,981.80,-24,70.34, -,8.556982
78.75,914.5701,981.80,-21.33333,70.34, -,8.556982
78.80,914.5701,981.80,-21.33333,70.34, -,8.556982
78.85,911.7687,981.90,-21.33333,70.34, -,8.556982
78.90,911.7687,981.90,-21.33333,70.34, -,8.556982
78.95,911.7687,981.90,-21.33333,70.34, -,8.556982
79.00,908.9692,982.00,-24,70.34, -,8.556982
79.05,908.9692,982.00,-24,70.34, -,8.556982
79.10,906.17,982.10,-24,70.34, -,8.556982
79.15,906.17,982.10,-24,70.34, -,8.556982
79.20,906.17,982.10,-24,70.34, -,8.556982
79.25,906.17,982.10,-21.33333,70.34, -,8.556982
79.30,908.9692,982.00,-18.66667,70.34, -,8.556982
79.35,906.17,982.10,-21.33333,70.34, -,8.556982
79.40,906.17,982.10,-18.66667,70.34, -,8.556982
79.45,906.17,982.10,-18.66667,70.34, -,8.556982
79.50,906.17,982.10,-16,70.34, -,8.537534
79.55,903.3693,982.20,-18.66667,70.34, -,8.537534
79.60,903.3693,982.20,-16,70.34, -,8.537534
79.65,903.3693,982.20,-13.33333,70.34, -,8.537534
79.70,900.5704,982.30,-16,70.34, -,8.537534
79.75,900.5704,982.30,-13.33333,70.34, -,8.537534
79.80,900.5704,982.30,-13.33333,70.34, -,8.537534
79.85,900.5704,982.30,-13.33333,70.34, -,8.537534
79.90,900.5704,982.30,-10.66667,70.34, -,8.537534
79.95,897.7701,982.40,-13.33333,70.34, -,8.537534
80.00,897.7701,982.40,-13.33333,70.34, -,8.537534
80.05,894.9719,982.50,-13.33333,70.34, -,8.537534
80.10,894.9719,982.50,-13.33333,70.34, -,8.537534
80.15,894.9719,982.50,-10.66667,70.34, -,8.537534
80.20,892.1738,982.60,-13.33333,70.34, -,8.537534
80.25,892.1738,982.60,-13.33333,70.34, -,8.537534
80.30,892.1738,982.60,-13.33333,70.34, -,8.537534
80.35,889.3741,982.70,-18.66667,70.34, -,8.537534
80.40,889.3741,982.70,-16,70.34, -,8.537534
80.45,889.3741,982.70,-16,70.34, -,8.537534
80.50,889.3741,982.70,-16,70.34, -,8.537534
80.55,886.5765,982.80,-18.66667,70.34, -,8.537534
80.60,886.5765,982.80,-16,70.34, -,8.537534
80.65,886.5765,982.80,-16,70.34, -,8.537534
80.70,883.7774,982.90,-18.66667,70.34, -,8.537534
80.75,883.7774,982.90,-16,70.34, -,8.537534
80.80,883.7774,982.90,-16,70.34, -,8.537534
80.85,880.9802,983.00,-18.66667,70.34, -,8.537534
80.90,880.9802,983.00,-18.66667,70.34, -,8.537534
80.95,880.9802,983.00,-18.66667,70.34, -,8.537534
81.00,878.1833,983.10,-18.66667,70.34, -,8.537534
81.05,878.1833,983.10,-18.66667,70.34, -,8.537534
81.10,875.3849,983.20,-18.66667,70.34, -,8.537534
81.15,875.3849,983.20,-18.66667,70.34, -,8.537534
81.20,875.3849,983.20,-18.66667,70.34, -,8.537534
81.25,875.3849,983.20,-16,70.34, -,8.537534
81.30,872.5884,983.30,-18.66667,70.34, -,8.537534
81.35,872.5884,983.30,-18.66667,70.34, -,8.537534
81.40,872.5884,983.30,-16,70.34, -,8.537534
81.45,869.7904,983.40,-18.66667,70.34, -,8.537534
81.50,869.7904,983.40,-18.66667,70.34, -,8.537534
81.55,869.7904,983.40,-18.66667,70.34, -,8.537534
81.60,869.7904,983.40,-16,70.34, -,8.537534
81.65,866.9944,983.50,-18.66667,70.34, -,8.537534
81.70,866.9944,983.50,-18.66667,70.34, -,8.537534
81.75,864.1986,983.60,-18.66667,70.34, -,8.537534
81.80,861.4013,983.70,-21.33333,70.34, -,8.537534
81.85,861.4013,983.70,-21.33333,70.34, -,8.537534
81.90,858.606,983.80,-21.33333,70.34, -,8.537534
81.95,858.606,983.80,-21.33333,70.34, -,8.537534
82.00,858.606,983.80,-21.33333,70.34, -,8.537534
82.05,855.8091,983.90,-21.33333,70.34, -,8.537534
82.10,855.8091,983.90,-21.33333,70.34, -,8.537534
82.15,855.8091,983.90,-18.66667,70.34, -,8.537534
82.20,853.0143,984.00,-21.33333,70.34, -,8.537534
82.25,855.8091,983.90,-18.66667,70.34, -,8.537534
82.30,853.0143,984.00,-21.33333,70.34, -,8.537534
82.35,853.0143,984.00,-18.66667,70.34, -,8.537534
82.40,855.8091,983.90,-16,70.34, -,8.537534
82.45,855.8091,983.90,-16,70.34, -,8.537534
82.50,853.0143,984.00,-16,70.34, -,8.537534
82.55,853.0143,984.00,-16,70.34, -,8.537534
82.60,850.2197,984.10,-18.66667,70.34, -,8.537534
82.65,850.2197,984.10,-18.66667,70.34, -,8.537534
82.70,850.2197,984.10,-16,70.34, -,8.537534
82.75,850.2197,984.10,-16,70.34, -,8.537534
82.80,847.4235,984.20,-16,70.34, -,8.537534
82.85,847.4235,984.20,-13.33333,70.34, -,8.537534
82.90,847.4235,984.20,-13.33333,70.34, -,8.537534
82.95,847.4235,984.20,-10.66667,70.34, -,8.537534
83.00,844.6293,984.30,-13.33333,70.34, -,8.537534
83.05,844.6293,984.30,-13.33333,70.34, -,8.537534
83.10,844.6293,984.30,-10.66667,70.34, -,8.537534
83.15,844.6293,984.30,-10.66667,70.34, -,8.537534
83.20,844.6293,984.30,-10.66667,70.34, -,8.537534
83.25,844.6293,984.30,-8,70.34, -,8.537534
83.30,841.8337,984.40,-13.33333,70.34, -,8.537534
83.35,839.04,984.50,-13.33333,70.34, -,8.537534
83.40,839.04,984.50,-13.33333,70.34, -,8.537534
83.45,839.04,984.50,-16,70.34, -,8.537534
83.50,839.04,984.50,-16,70.34, -,8.537534
83.55,839.04,984.50,-13.33333,70.34, -,8.537534
83.60,836.2465,984.60,-16,70.34, -,8.537534
83.65,836.2465,984.60,-13.33333,70.34, -,8.537534
83.70,833.4515,984.70,-16,70.34, -,8.537534
83.75,833.4515,984.70,-16,70.34, -,8.537534
83.80,833.4515,984.70,-16,70.34, -,8.537534
83.85,833.4515,984.70,-13.33333,70.34, -,8.537534
83.90,830.6584,984.80,-16,70.34, -,8.537534
83.95,830.6584,984.80,-16,70.34, -,8.537534
84.00,830.6584,984.80,-16,70.34, -,8.537534
84.05,830.6584,984.80,-13.33333,70.34, -,8.537534
84.10,827.864,984.90,-16,70.34, -,8.537534
84.15,827.864,984.90,-16,70.34, -,8.537534
84.20,827.864,984.90,-16,70.34, -,8.537534
84.25,825.0714,985.00,-18.66667,70.34, -,8.537534
84.30,825.0714,985.00,-18.66667,70.34, -,8.537534
84.35,822.279,985.10,-18.66667,70.34, -,8.537534
84.40,819.4852,985.20,-18.66667,70.34, -,8.537534
84.45,819.4852,985.20,-18.66667,70.34, -,8.537534
84.50,816.6933,985.30,-21.33333,70.34, -,8.537534
84.55,816.6933,985.30,-21.33333,70.34, -,8.537534
84.60,813.8999,985.40,-24,70.34, -,8.537534
84.65,813.8999,985.40,-21.33333,70.34, -,8.537534
84.70,813.8999,985.40,-21.33333,70.34, -,8.537534
84.75,813.8999,985.40,-18.66667,70.34, -,8.537534
84.80,811.1085,985.50,-21.33333,70.34, -,8.537534
84.85,811.1085,985.50,-21.33333,70.34, -,8.537534
84.90,811.1085,985.50,-21.33333,70.34, -,8.537534
84.95,808.3173,985.60,-21.33333,70.34, -,8.537534
85.00,808.3173,985.60,-21.33333,70.34, -,8.537534
85.05,805.5246,985.70,-24,70.34, -,8.537534
85.10,805.5246,985.70,-24,70.34, -,8.537534
85.15,805.5246,985.70,-21.33333,70.34, -,8.537534
85.20,805.5246,985.70,-21.33333,70.34, -,8.537534
85.25,802.7339,985.80,-24,70.34, -,8.537534
85.30,802.7339,985.80,-21.33333,70.34, -,8.537534
85.35,802.7339,985.80,-21.33333,70.34, -,8.537534
85.40,802.7339,985.80,-18.66667,70.34, -,8.537534
85.45,802.7339,985.80,-16,70.34, -,8.537534
85.50,802.7339,985.80,-16,70.52, -,8.576429
85.55,802.7339,985.80,-13.33333,70.52, -,8.576429
85.60,802.7339,985.80,-13.33333,70.52, -,8.576429
85.65,802.7339,985.80,-10.66667,70.52, -,8.576429
85.70,802.7339,985.80,-10.66667,70.52, -,8.576429
85.75,802.7339,985.80,-10.66667,70.52, -,8.576429
85.80,802.7339,985.80,-10.66667,70.52, -,8.576429
85.85,799.9417,985.90,-10.66667,70.52, -,8.576429
85.90,797.1514,986.00,-13.33333,70.52, -,8.576429
85.95,797.1514,986.00,-13.33333,70.52, -,8.576429
86.00,797.1514,986.00,-10.66667,70.52, -,8.576429
86.05,797.1514,986.00,-10.66667,70.52, -,8.576429
86.10,794.3613,986.10,-10.66667,70.52, -,8.576429
86.15,794.3613,986.10,-10.66667,70.52, -,8.576429
86.20,794.3613,986.10,-10.66667,70.52, -,8.576429
86.25,791.5698,986.20,-13.33333,70.52, -,8.576429
86.30,791.5698,986.20,-10.66667,70.52, -,8.576429
86.35,791.5698,986.20,-10.66667,70.52, -,8.576429
86.40,791.5698,986.20,-10.66667,70.52, -,8.576429
86.45,788.7802,986.30,-13.33333,70.52, -,8.576429
86.50,788.7802,986.30,-13.33333,70.52, -,8.576429
86.55,785.9891,986.40,-16,70.52, -,8.537534
86.60,785.9891,986.40,-16,70.52, -,8.537534
86.65,783.2,986.50,-18.66667,70.52, -,8.537534
86.70,783.2,986.50,-18.66667,70.52, -,8.537534
86.75,783.2,986.50,-18.66667,70.52, -,8.537534
86.80,783.2,986.50,-18.66667,70.52, -,8.537534
86.85,780.4111,986.60,-21.33333,70.52, -,8.537534
86.90,780.4111,986.60,-18.66667,70.52, -,8.537534
86.95,780.4111,986.60,-16,70.52, -,8.537534
87.00,777.6207,986.70,-18.66667,70.52, -,8.537534
87.05,777.6207,986.70,-18.66667,70.52, -,8.537534
87.10,774.8322,986.80,-21.33333,70.52, -,8.537534
87.15,774.8322,986.80,-18.66667,70.52, -,8.537534
87.20,774.8322,986.80,-18.66667,70.52, -,8.537534
87.25,774.8322,986.80,-18.66667,70.52, -,8.537534
87.30,772.0423,986.90,-18.66667,70.52, -,8.537534
87.35,772.0423,986.90,-18.66667,70.52, -,8.537534
87.40,772.0423,986.90,-18.66667,70.52, -,8.537534
87.45,769.2543,987.00,-21.33333,70.52, -,8.537534
87.50,769.2543,987.00,-18.66667,70.52, -,8.537534
87.55,769.2543,987.00,-18.66667,70.52, -,8.537534
87.60,769.2543,987.00,-16,70.52, -,8.537534
87.65,766.4666,987.10,-18.66667,70.52, -,8.537534
87.70,766.4666,987.10,-16,70.52, -,8.537534
87.75,763.6773,987.20,-18.66667,70.52, -,8.537534
87.80,763.6773,987.20,-18.66667,70.52, -,8.537534
87.85,760.89,987.30,-21.33333,70.52, -,8.537534
87.90,760.89,987.30,-18.66667,70.52, -,8.537534
87.95,760.89,987.30,-18.66667,70.52, -,8.537534
88.00,758.1013,987.40,-21.33333,70.52, -,8.537534
88.05,758.1013,987.40,-18.66667,70.52, -,8.537534
88.10,755.3144,987.50,-21.33333,70.52, -,8.537534
88.15,752.5278,987.60,-21.33333,70.52, -,8.537534
88.20,752.5278,987.60,-21.33333,70.52, -,8.537534
88.25,752.5278,987.60,-21.33333,70.52, -,8.537534
88.30,752.5278,987.60,-21.33333,70.52, -,8.537534
88.35,749.7397,987.70,-21.33333,70.52, -,8.537534
88.40,746.9535,987.80,-24,70.52, -,8.537534
88.45,746.9535,987.80,-24,70.52, -,8.537534
88.50,746.9535,987.80,-21.33333,70.52, -,8.537534
88.55,744.1658,987.90,-24,70.52, -,8.556982
88.60,744.1658,987.90,-24,70.52, -,8.556982
88.65,744.1658,987.90,-24,70.52, -,8.556982
88.70,741.3801,988.00,-24,70.52, -,8.556982
88.75,741.3801,988.00,-24,70.52, -,8.556982
88.80,738.5947,988.10,-24,70.52, -,8.556982
88.85,738.5947,988.10,-24,70.52, -,8.556982
88.90,738.5947,988.10,-21.33333,70.52, -,8.556982
88.95,738.5947,988.10,-21.33333,70.52, -,8.556982
89.00,735.8077,988.20,-24,70.52, -,8.556982
89.05,735.8077,988.20,-21.33333,70.52, -,8.556982
