# Simulation 5 (Up to date)
# 960 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27 m/s):  "Drogue Parachute"
#   Recovery device deployment at high speed (30.4 m/s):  "Main Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (m),CG location (m),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (m),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
25.435,3678.92,3678.92,4.652,27.474,-9.703,9.704,863.587,0.692,863.587,89.954,27.077,0.187,28.61,-80.591,1.675,-1.287e-8,0.055,1.303e-5,11.424,89.902,17.82,3.332,7.887,0.074,9.781,2.169,1.638,3.387,0,0,2.968,0.477,0.289,0.067,0.121,0.481,0.338,0.573,-2.098e-4,0,0,0,0,0.573,0,0,-8.913,642.884,8.476e-4,325.898,0.084,3.844e6,0.157,192.898,0.05,0.56,0.004
25.485,3679.14,3679.14,4.167,27.387,-9.7,9.701,864.941,0.694,864.941,89.954,27.068,0.184,28.61,-80.591,1.676,-1.286e-8,0.056,1.298e-5,10.429,89.902,17.82,3.332,7.887,0.074,9.781,2.169,1.638,3.387,0,0,2.949,0.477,0.289,0.067,0.121,0.481,0.339,0.559,-4.29e-4,0,0,0,0,0.588,0,0,-8.914,642.866,8.476e-4,325.897,0.084,3.832e6,0.157,192.898,0.05,0.561,0.004
25.535,3679.336,3679.336,3.682,27.308,-9.697,9.699,866.294,0.696,866.294,89.954,27.059,0.182,28.61,-80.591,1.674,-1.285e-8,0.056,1.287e-5,9.424,89.901,17.82,3.332,7.887,0.074,9.781,2.169,1.638,3.387,0,0,2.932,0.477,0.289,0.067,0.121,0.481,0.338,0.543,7.394e-5,0,0,0,0,0.603,0,0,-8.916,642.85,8.475e-4,325.896,0.084,3.821e6,0.157,192.898,0.05,0.562,0.004
25.585,3679.508,3679.508,3.198,27.238,-9.695,9.697,867.647,0.699,867.647,89.954,27.05,0.179,28.61,-80.591,1.668,-1.285e-8,0.057,1.232e-5,8.409,89.901,17.82,3.332,7.887,0.074,9.781,2.169,1.638,3.388,0,0,2.917,0.477,0.289,0.067,0.121,0.481,0.337,0.524,4.27e-5,0,0,0,0,0.617,0,0,-8.917,642.835,8.475e-4,325.895,0.084,3.811e6,0.157,192.898,0.05,0.563,0.004
25.635,3679.656,3679.656,2.713,27.177,-9.693,9.695,868.999,0.701,868.999,89.954,27.041,0.176,28.61,-80.591,1.657,-1.286e-8,0.057,1.184e-5,7.386,89.901,17.82,3.332,7.887,0.074,9.781,2.17,1.638,3.39,0,0,2.903,0.477,0.289,0.067,0.121,0.481,0.334,0.502,-2.138e-4,0,0,0,0,0.631,0,0,-8.918,642.823,8.475e-4,325.895,0.083,3.802e6,0.157,192.898,0.05,0.564,0.004
25.685,3679.78,3679.78,2.228,27.124,-9.691,9.693,870.351,0.703,870.351,89.954,27.032,0.174,28.61,-80.591,1.641,-1.286e-8,0.058,1.178e-5,6.354,89.901,17.82,3.332,7.887,0.074,9.781,2.17,1.638,3.392,0,0,2.891,0.477,0.289,0.067,0.121,0.481,0.331,0.48,3.929e-4,0,0,0,0,0.644,0,0,-8.919,642.813,8.475e-4,325.894,0.083,3.795e6,0.157,192.898,0.05,0.564,0.004
25.735,3679.879,3679.879,1.744,27.08,-9.69,9.691,871.702,0.706,871.702,89.954,27.024,0.171,28.61,-80.591,1.621,-1.286e-8,0.058,1.112e-5,5.313,89.901,17.82,3.332,7.887,0.074,9.781,2.17,1.638,3.395,0,0,2.881,0.477,0.289,0.067,0.121,0.481,0.327,0.454,-4.655e-4,0,0,0,0,0.656,0,0,-8.919,642.805,8.475e-4,325.894,0.083,3.788e6,0.157,192.898,0.05,0.565,0.004
25.785,3679.954,3679.954,1.259,27.044,-9.689,9.69,873.053,0.708,873.053,89.954,27.015,0.169,28.61,-80.591,1.596,-1.286e-8,0.058,1.08e-5,4.265,89.9,17.82,3.332,7.887,0.074,9.781,2.171,1.638,3.398,0,0,2.873,0.477,0.289,0.067,0.121,0.481,0.322,0.426,-4.964e-4,0,0,0,0,0.667,0,0,-8.92,642.799,8.475e-4,325.894,0.083,3.783e6,0.157,192.898,0.05,0.566,0.004
25.835,3680.005,3680.005,0.775,27.018,-9.688,9.689,874.403,0.71,874.404,89.953,27.007,0.167,28.61,-80.591,1.566,-1.287e-8,0.059,1.05e-5,3.21,89.9,17.82,3.332,7.887,0.074,9.781,2.172,1.638,3.403,0,0,2.867,0.477,0.289,0.067,0.121,0.48,0.315,0.395,3.812e-4,0,0,0,0,0.677,0,0,-8.92,642.795,8.475e-4,325.893,0.083,3.78e6,0.157,192.898,0.05,0.566,0.004
25.885,3680.031,3680.031,0.29,27,-9.687,9.689,875.754,0.713,875.754,89.953,26.998,0.164,28.61,-80.591,1.531,-1.287e-8,0.059,9.768e-6,2.148,89.9,17.82,3.332,7.887,0.074,9.781,2.172,1.638,3.408,0,0,2.862,0.477,0.289,0.067,0.121,0.48,0.308,0.363,4.758e-4,0,0,0,0,0.686,0,0,-8.92,642.792,8.475e-4,325.893,0.083,3.777e6,0.157,192.898,0.05,0.567,0.004
# Event APOGEE occurred at t=25.935 seconds
25.935,3680.034,3680.034,-0.194,26.991,-9.687,9.689,877.103,0.715,877.104,89.953,26.99,0.162,28.61,-80.591,1.491,-1.287e-8,0.06,9.102e-6,1.08,89.9,17.82,3.332,7.887,0.074,9.781,2.173,1.638,3.413,0,0,2.859,0.477,0.289,0.067,0.121,0.48,0.299,0.328,4.318e-4,0,0,0,0,0.694,0,0,-8.92,642.792,8.475e-4,325.893,0.083,3.776e6,0.157,192.898,0.05,0.568,0.004
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=25.936 seconds
# Event SIM_WARN occurred at t=25.985 seconds: Recovery device deployment at high speed (27 m/s):  "Drogue Parachute"
25.985,3680.012,3680.012,-0.678,26.991,-9.648,11.076,878.453,0.717,878.453,89.953,26.982,5.44,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,96.978,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.92,642.794,8.475e-4,325.893,0.083,3.776e6,0.157,192.898,0.09,0.569,0.004
26.075,3679.912,3679.912,-1.549,26.536,-9.477,10.835,880.867,0.722,880.867,89.953,26.491,5.251,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,93.741,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.919,642.802,8.475e-4,325.894,0.081,3.712e6,0.157,192.898,0.092,0.57,0.004
26.167,3679.728,3679.728,-2.424,26.119,-9.311,10.604,883.289,0.726,883.29,89.953,26.006,5.074,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,90.818,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.918,642.817,8.475e-4,325.894,0.08,3.654e6,0.157,192.898,0.094,0.57,0.004
26.261,3679.458,3679.458,-3.302,25.74,-9.149,10.383,885.719,0.73,885.719,89.953,25.528,4.909,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,88.207,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.916,642.84,8.475e-4,325.896,0.079,3.601e6,0.157,192.898,0.096,0.57,0.004
26.358,3679.098,3679.098,-4.183,25.402,-8.99,10.17,888.155,0.735,888.155,89.953,25.055,4.754,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,85.905,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.914,642.869,8.476e-4,325.897,0.078,3.554e6,0.157,192.898,0.098,0.57,0.004
26.456,3678.643,3678.643,-5.067,25.104,-8.834,9.965,890.596,0.739,890.596,89.952,24.588,4.611,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,83.908,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.911,642.907,8.476e-4,325.899,0.077,3.512e6,0.157,192.898,0.1,0.574,0.004
26.556,3678.09,3678.09,-5.954,24.849,-8.679,9.766,893.04,0.744,893.04,89.952,24.125,4.478,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,82.212,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.908,642.952,8.476e-4,325.901,0.076,3.477e6,0.157,192.898,0.102,0.574,0.004
26.659,3677.435,3677.435,-6.842,24.636,-8.524,9.573,895.487,0.748,895.487,89.952,23.666,4.356,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,80.814,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.903,643.006,8.477e-4,325.903,0.076,3.447e6,0.157,192.898,0.104,0.575,0.004
26.763,3676.673,3676.673,-7.733,24.465,-8.37,9.384,897.935,0.752,897.936,89.952,23.211,4.243,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,79.708,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.898,643.069,8.478e-4,325.906,0.075,3.424e6,0.157,192.898,0.107,0.575,0.004
26.87,3675.802,3675.802,-8.625,24.339,-8.215,9.199,900.385,0.757,900.385,89.952,22.759,4.139,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,78.891,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.893,643.141,8.478e-4,325.91,0.075,3.406e6,0.157,192.898,0.109,0.575,0.003
26.979,3674.816,3674.816,-9.518,24.255,-8.058,9.016,902.834,0.761,902.835,89.952,22.309,4.043,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,78.356,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.886,643.223,8.479e-4,325.914,0.074,3.395e6,0.157,192.898,0.111,0.575,0.003
27.089,3673.71,3673.71,-10.412,24.214,-7.899,8.834,905.284,0.766,905.284,89.952,21.861,3.955,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,78.099,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.879,643.314,8.48e-4,325.918,0.074,3.389e6,0.157,192.898,0.113,0.575,0.003
27.203,3672.481,3672.481,-11.306,24.214,-7.737,8.653,907.733,0.77,907.734,89.951,21.413,3.875,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,78.115,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.871,643.415,8.481e-4,325.923,0.074,3.39e6,0.157,192.898,0.116,0.575,0.003
27.318,3671.123,3671.123,-12.2,24.257,-7.571,8.471,910.182,0.775,910.182,89.951,20.965,3.801,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,78.398,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.862,643.527,8.483e-4,325.928,0.074,3.396e6,0.157,192.898,0.118,0.575,0.003
27.436,3669.63,3669.63,-13.094,24.339,-7.4,8.288,912.63,0.779,912.631,89.951,20.516,3.733,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,78.942,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.853,643.65,8.484e-4,325.934,0.075,3.408e6,0.157,192.898,0.121,0.576,0.003
27.557,3667.996,3667.996,-13.987,24.46,-7.225,8.103,915.079,0.784,915.079,89.951,20.066,3.669,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,79.742,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.842,643.785,8.485e-4,325.941,0.075,3.425e6,0.157,192.898,0.123,0.576,0.003
27.68,3666.215,3666.215,-14.878,24.618,-7.043,7.915,917.527,0.789,917.527,89.951,19.613,3.61,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,80.792,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.83,643.932,8.487e-4,325.948,0.076,3.448e6,0.157,192.898,0.126,0.576,0.003
27.807,3664.279,3664.279,-15.768,24.812,-6.856,7.723,919.976,0.793,919.977,89.951,19.157,3.555,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,82.087,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.818,644.092,8.489e-4,325.955,0.076,3.476e6,0.157,192.898,0.129,0.576,0.003
27.936,3662.18,3662.18,-16.656,25.04,-6.662,7.526,922.427,0.798,922.427,89.95,18.697,3.502,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,83.62,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.804,644.265,8.49e-4,325.964,0.077,3.508e6,0.157,192.898,0.133,0.576,0.003
28.069,3659.908,3659.908,-17.541,25.3,-6.461,7.325,924.88,0.803,924.881,89.95,18.232,3.451,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,85.386,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.789,644.452,8.492e-4,325.973,0.078,3.545e6,0.157,192.898,0.137,0.576,0.003
28.206,3657.453,3657.453,-18.423,25.59,-6.253,7.118,927.337,0.807,927.338,89.95,17.761,3.401,28.61,-80.591,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,87.378,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.773,644.655,8.495e-4,325.982,0.079,3.587e6,0.157,192.898,0.14,0.576,0.004
28.346,3654.803,3654.803,-19.302,25.908,-6.038,6.905,929.799,0.812,929.799,89.95,17.283,3.351,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,89.591,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.756,644.873,8.497e-4,325.993,0.079,3.632e6,0.157,192.898,0.145,0.577,0.004
28.491,3651.945,3651.945,-20.176,26.253,-5.815,6.687,932.266,0.817,932.267,89.95,16.797,3.301,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,92.017,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.738,645.109,8.499e-4,326.004,0.081,3.681e6,0.157,192.898,0.15,0.577,0.004
28.64,3648.862,3648.862,-21.046,26.622,-5.584,6.461,934.742,0.822,934.742,89.95,16.304,3.25,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,94.651,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.718,645.363,8.502e-4,326.016,0.082,3.734e6,0.157,192.898,0.155,0.577,0.004
28.795,3645.538,3645.538,-21.91,27.013,-5.346,6.229,937.226,0.826,937.226,89.949,15.801,3.197,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,97.486,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.696,645.637,8.505e-4,326.029,0.083,3.79e6,0.157,192.898,0.161,0.577,0.004
28.956,3641.952,3641.952,-22.768,27.424,-5.1,5.99,939.722,0.831,939.722,89.949,15.287,3.141,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,100.514,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.673,645.933,8.508e-4,326.043,0.084,3.849e6,0.157,192.898,0.167,0.577,0.004
29.123,3638.08,3638.08,-23.62,27.854,-4.847,5.744,942.23,0.836,942.23,89.949,14.763,3.082,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,103.728,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.648,646.252,8.512e-4,326.059,0.085,3.91e6,0.157,192.898,0.174,0.577,0.004
29.297,3633.894,3633.894,-24.463,28.299,-4.586,5.491,944.753,0.841,944.754,89.949,14.226,3.019,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,107.119,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.62,646.598,8.515e-4,326.075,0.087,3.974e6,0.157,192.898,0.182,0.577,0.004
29.479,3629.363,3629.363,-25.299,28.759,-4.319,5.231,947.294,0.847,947.295,89.949,13.677,2.95,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,110.678,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.591,646.971,8.519e-4,326.093,0.088,4.04e6,0.157,192.898,0.191,0.578,0.004
29.67,3624.447,3624.447,-26.124,29.231,-4.045,4.964,949.855,0.852,949.855,89.949,13.113,2.876,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,114.396,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.559,647.377,8.524e-4,326.112,0.09,4.108e6,0.157,192.898,0.201,0.578,0.004
29.872,3619.102,3619.102,-26.939,29.712,-3.766,4.69,952.438,0.857,952.439,89.948,12.533,2.796,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,118.262,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.524,647.818,8.528e-4,326.133,0.091,4.178e6,0.157,192.898,0.213,0.578,0.004
30.085,3613.272,3613.272,-27.742,30.201,-3.48,4.41,955.047,0.862,955.048,89.948,11.937,2.708,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,122.262,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.486,648.298,8.533e-4,326.156,0.093,4.249e6,0.157,192.898,0.227,0.578,0.004
30.311,3606.892,3606.892,-28.531,30.696,-3.19,4.124,957.684,0.868,957.685,89.948,11.323,2.612,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,126.383,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.445,648.825,8.539e-4,326.181,0.094,4.321e6,0.157,192.898,0.243,0.578,0.004
30.554,3599.879,3599.879,-29.305,31.194,-2.897,3.832,960.353,0.873,960.354,89.948,10.689,2.508,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,130.609,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.399,649.403,8.545e-4,326.209,0.096,4.393e6,0.157,192.898,0.261,0.578,0.004
30.815,3592.132,3592.132,-30.061,31.692,-2.601,3.534,963.058,0.879,963.058,89.948,10.035,2.393,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,134.92,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.349,650.042,8.552e-4,326.239,0.097,4.466e6,0.157,192.898,0.283,0.578,0.004
31.098,3583.523,3583.523,-30.797,32.187,-2.303,3.233,965.801,0.885,965.801,89.948,9.358,2.269,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,139.294,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.293,650.752,8.559e-4,326.273,0.099,4.539e6,0.157,192.898,0.309,0.579,0.004
31.407,3573.887,3573.887,-31.51,32.677,-2.006,2.928,968.587,0.891,968.587,89.947,8.656,2.132,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,143.704,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.23,651.547,8.568e-4,326.311,0.1,4.612e6,0.157,192.898,0.342,0.579,0.004
31.749,3563.007,3563.007,-32.195,33.157,-1.711,2.62,971.419,0.897,971.42,89.947,7.928,1.983,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,148.118,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.16,652.444,8.577e-4,326.354,0.102,4.684e6,0.157,192.898,0.382,0.579,0.004
32.131,3550.592,3550.592,-32.848,33.622,-1.422,2.31,974.301,0.903,974.302,89.947,7.171,1.821,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,152.496,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.079,653.468,8.588e-4,326.403,0.103,4.755e6,0.157,192.898,0.433,0.579,0.004
32.563,3536.239,3536.239,-33.464,34.067,-1.14,2,977.235,0.91,977.235,89.947,6.382,1.644,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,156.788,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-7.986,654.652,8.601e-4,326.46,0.104,4.823e6,0.157,192.898,0.5,0.579,0.004
33.063,3519.368,3519.368,-34.033,34.484,-0.869,1.692,980.22,0.916,980.22,89.946,5.56,1.452,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,160.931,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-7.876,656.043,8.615e-4,326.526,0.106,4.889e6,0.157,192.898,0.5,0.579,0.004
33.563,3502.243,3502.243,-34.468,34.805,-0.656,1.434,982.818,0.922,982.819,89.946,4.834,1.276,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,164.224,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-7.765,657.456,8.63e-4,326.594,0.107,4.942e6,0.157,192.898,0.5,0.58,0.004
34.063,3484.927,3484.927,-34.796,35.048,-0.487,1.218,985.076,0.928,985.077,89.946,4.197,1.117,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.781,0,1.638,-10.454,0,0,166.829,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-7.652,658.95,8.646e-4,326.662,0.107,4.984e6,0.157,192.898,0.5,0.58,0.004
34.563,3467.468,3467.468,-35.039,35.228,-0.357,1.037,987.035,0.932,987.035,89.946,3.638,0.974,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.782,0,1.638,-10.454,0,0,168.863,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-7.539,660.467,8.662e-4,326.731,0.108,5.017e6,0.157,192.898,0.5,0.58,0.005
35.063,3449.904,3449.904,-35.218,35.358,-0.256,0.886,988.732,0.937,988.733,89.946,3.151,0.848,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.782,0,1.638,-10.454,0,0,170.437,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-7.424,661.994,8.679e-4,326.8,0.108,5.043e6,0.157,192.898,0.5,0.58,0.005
